value,ewma,ewma_lcl,ewma_ucl,individual_lcl,individual_ucl,moving_range,mr_ucl,individual_alarm,ewma_alarm,mr_alarm,wafer
98.89935380030231,100.04353427819423,99.79759320239356,100.86156559294085,97.66964842129896,102.98951037403545,0.5167265447435057,3.267437931922932,False,False,False,81
100.18530856123719,100.07188913480283,99.64830465747993,101.01085413785448,97.66964842129896,102.98951037403545,1.2859547609348851,3.267437931922932,False,False,False,82
100.56750237560207,100.1710117829627,99.5679653971415,101.0911933981929,97.66964842129896,102.98951037403545,0.3821938143648822,3.267437931922932,False,False,False,83
100.18389893006054,100.17358921238227,99.52072522114855,101.13843357418585,97.66964842129896,102.98951037403545,0.3836034455415387,3.267437931922932,False,False,False,84
100.58067258972432,100.25500588785067,99.49188842693898,101.16727036839542,97.66964842129896,102.98951037403545,0.3967736596637792,3.267437931922932,False,False,False,85
100.47132802126116,100.29827031453277,99.47394275988042,101.18521603545399,97.66964842129896,102.98951037403545,0.10934456846315754,3.267437931922932,False,False,False,86
100.86938338664986,100.4124929289562,99.46265246432593,101.19650633100848,97.66964842129896,102.98951037403545,0.3980553653887,3.267437931922932,False,False,False,87
100.17064138439243,100.36412262004346,99.45550320595201,101.2036555893824,97.66964842129896,102.98951037403545,0.6987420022574327,3.267437931922932,False,False,False,88
100.69976279911236,100.43125065585726,99.45095820917203,101.20820058616238,97.66964842129896,102.98951037403545,0.5291214147199383,3.267437931922932,False,False,False,89
99.8104836372003,100.30709725212589,99.44806170901867,101.21109708631573,97.66964842129896,102.98951037403545,0.8892791619120572,3.267437931922932,False,False,False,90
100.69180370943371,100.38403854358745,99.4462129331589,101.2129458621755,97.66964842129896,102.98951037403545,0.8813200722334074,3.267437931922932,False,False,False,91
99.548801497942,100.21699113445837,99.44503174448103,101.21412705085338,97.66964842129896,102.98951037403545,1.1430022114917193,3.267437931922932,False,False,False,92
98.26369388467529,99.82633168450175,99.44427661079351,101.2148821845409,97.66964842129896,102.98951037403545,1.2851076132667032,3.267437931922932,False,False,False,93
101.76073526657068,100.21321240091555,99.44379366307481,101.21536513225959,97.66964842129896,102.98951037403545,3.497041381895386,3.267437931922932,False,False,True,94
99.73063984449132,100.11669788963071,99.44348471467308,101.21567408066133,97.66964842129896,102.98951037403545,2.0300954220793557,3.267437931922932,False,False,False,95
99.93426973392633,100.08021225848984,99.44328704421422,101.21587175112019,97.66964842129896,102.98951037403545,0.20362988943500682,3.267437931922932,False,False,False,96
100.98216255063434,100.26060231691875,99.4431605582539,101.21599823708051,97.66964842129896,102.98951037403545,1.0478928167080142,3.267437931922932,False,False,False,97
100.46872911121565,100.30222767577814,99.44307961671038,101.21607917862403,97.66964842129896,102.98951037403545,0.5134334394186908,3.267437931922932,False,False,False,98
100.45272157034498,100.33232645469151,99.44302781800074,101.21613097733366,97.66964842129896,102.98951037403545,0.016007540870674575,3.267437931922932,False,False,False,99
100.45625763920539,100.3571126915943,99.4429946684148,101.21616412691961,97.66964842129896,102.98951037403545,0.003536068860412911,3.267437931922932,False,False,False,100
98.82173010838093,100.05003617495163,99.44297345333025,101.21618534200415,97.66964842129896,102.98951037403545,1.6345275308244567,3.267437931922932,False,False,False,101
101.79850886628192,100.39973071321769,99.44295987594256,101.21619891939184,97.66964842129896,102.98951037403545,2.9767787579009877,3.267437931922932,False,False,False,102
98.84457775406716,100.08870012138759,99.44295118652354,101.21620760881086,97.66964842129896,102.98951037403545,2.953931112214761,3.267437931922932,False,False,False,103
99.96222285467705,100.06340466804548,99.44294562534007,101.21621316999433,97.66964842129896,102.98951037403545,1.1176451006098915,3.267437931922932,False,False,False,104
98.59228920071595,99.76918157457958,99.44294206620094,101.21621672913346,97.66964842129896,102.98951037403545,1.3699336539610982,3.267437931922932,False,False,False,105
97.90452311028413,99.39624988172051,99.44293978835941,101.216219006975,97.66964842129896,102.98951037403545,0.6877660904318219,3.267437931922932,False,True,False,106
101.72890220307512,99.86278034599144,99.4429383305439,101.21622046479051,97.66964842129896,102.98951037403545,3.8243790927909913,3.267437931922932,False,False,True,107
100.27393878861321,99.9450120345158,99.44293739754322,101.21622139779119,97.66964842129896,102.98951037403545,1.4549634144619148,3.267437931922932,False,False,False,108
99.28887883861606,99.81378539533586,99.44293680042331,101.2162219949111,97.66964842129896,102.98951037403545,0.9850599499971509,3.267437931922932,False,False,False,109
100.46229222858952,99.9434867619866,99.44293641826678,101.21622237706762,97.66964842129896,102.98951037403545,1.1734133899734616,3.267437931922932,False,False,False,110
99.66020845215739,99.88683110002077,99.44293617368668,101.21622262164773,97.66964842129896,102.98951037403545,0.8020837764321271,3.267437931922932,False,False,False,111
100.4058203578991,99.99062895159645,99.44293601715546,101.21622277817895,97.66964842129896,102.98951037403545,0.7456119057417112,3.267437931922932,False,False,False,112
100.39252438148236,100.07100803757365,99.44293591697549,101.21622287835892,97.66964842129896,102.98951037403545,0.013295976416742405,3.267437931922932,False,False,False,113
99.93128072309787,100.0430625746785,99.44293585286032,101.21622294247409,97.66964842129896,102.98951037403545,0.46124365838448966,3.267437931922932,False,False,False,114
99.1895699579336,99.87236405132953,99.4429358118266,101.2162229835078,97.66964842129896,102.98951037403545,0.7417107651642709,3.267437931922932,False,False,False,115
100.67022379438731,100.0319359999411,99.44293578556503,101.21622300976938,97.66964842129896,102.98951037403545,1.4806538364537118,3.267437931922932,False,False,False,116
99.43217893009108,99.91198458597111,99.44293576875762,101.21622302657678,97.66964842129896,102.98951037403545,1.2380448642962278,3.267437931922932,False,False,False,117
99.29173561522451,99.7879347918218,99.44293575800089,101.21622303733352,97.66964842129896,102.98951037403545,0.14044331486657313,3.267437931922932,False,False,False,118
100.26645616174595,99.88363906580663,99.44293575111656,101.21622304421784,97.66964842129896,102.98951037403545,0.9747205465214392,3.267437931922932,False,False,False,119
99.24674740724416,99.75626073409416,99.4429357467106,101.2162230486238,97.66964842129896,102.98951037403545,1.0197087545017922,3.267437931922932,False,False,False,120
