T,P,F,predicted_nm,target_error_nm
-1.0,-0.8,0.30000000000000004,91.26991926667318,8.730080733326815
-1.0,-0.8,0.40000000000000013,91.71441987670087,8.285580123299127
-1.0,-0.8,0.5,92.15478526939037,7.8452147306096265
-1.0,-0.8,0.6000000000000001,92.59101544474171,7.408984555258286
-1.0,-0.8,0.7000000000000002,93.02311040275488,6.976889597245119
-1.0,-0.8,0.8,93.45107014342987,6.548929856570126
-1.0,-0.8,0.9000000000000001,93.87489466676669,6.125105333233307
-1.0,-0.8,1.0,94.29458397276532,5.705416027234676
-1.0,-0.7,-1.0,85.5921386559275,14.4078613440725
-1.0,-0.7,-0.9,86.09048759464048,13.909512405359521
-1.0,-0.7,-0.8,86.5847013160153,13.415298683984702
-1.0,-0.7,-0.7,87.07477982005194,12.925220179948056
-1.0,-0.7,-0.6,87.5607231067504,12.439276893249598
-1.0,-0.7,-0.5,88.04253117611069,11.957468823889315
-1.0,-0.7,-0.3999999999999999,88.52020402813282,11.479795971867176
-1.0,-0.7,-0.29999999999999993,88.99374166281677,11.006258337183226
-1.0,-0.7,-0.19999999999999996,89.46314408016255,10.53685591983745
-1.0,-0.7,-0.09999999999999998,89.92841128017017,10.071588719829833
-1.0,-0.7,0.0,90.38954326283958,9.610456737160419
-1.0,-0.7,0.10000000000000009,90.84654002817084,9.153459971829164
-1.0,-0.7,0.20000000000000018,91.29940157616392,8.700598423836084
-1.0,-0.7,0.30000000000000004,91.74812790681884,8.251872093181163
-1.0,-0.7,0.40000000000000013,92.19271902013558,7.807280979864416
-1.0,-0.7,0.5,92.63317491611413,7.366825083885871
-1.0,-0.7,0.6000000000000001,93.06949559475453,6.930504405245472
-1.0,-0.7,0.7000000000000002,93.50168105605675,6.4983189439432465
-1.0,-0.7,0.8,93.9297313000208,6.070268699979195
-1.0,-0.7,0.9000000000000001,94.35364632664667,5.646353673353332
-1.0,-0.7,1.0,94.77342613593436,5.226573864065642
-1.0,-0.6,-1.0,86.05199645737667,13.948003542623326
-1.0,-0.6,-0.9,86.55043589937871,13.449564100621288
-1.0,-0.6,-0.8,87.04474012404258,12.955259875957424
-1.0,-0.6,-0.7,87.53490913136828,12.46509086863172
-1.0,-0.6,-0.6,88.02094292135578,11.979057078644217
-1.0,-0.6,-0.5,88.50284149400514,11.497158505994861
-1.0,-0.6,-0.3999999999999999,88.98060484931634,11.019395150683664
-1.0,-0.6,-0.29999999999999993,89.45423298728933,10.54576701271067
-1.0,-0.6,-0.19999999999999996,89.92372590792417,10.076274092075835
-1.0,-0.6,-0.09999999999999998,90.38908361122083,9.610916388779174
-1.0,-0.6,0.0,90.85030609717931,9.149693902820687
-1.0,-0.6,0.10000000000000009,91.30739336579961,8.692606634200388
-1.0,-0.6,0.20000000000000018,91.76034541708175,8.239654582918249
-1.0,-0.6,0.30000000000000004,92.20916225102573,7.790837748974269
-1.0,-0.6,0.40000000000000013,92.65384386763152,7.346156132368478
-1.0,-0.6,0.5,93.09439026689914,6.90560973310086
-1.0,-0.6,0.6000000000000001,93.53080144882858,6.4691985511714165
-1.0,-0.6,0.7000000000000002,93.96307741341987,6.036922586580133
-1.0,-0.6,0.8,94.39121816067298,5.608781839327023
-1.0,-0.6,0.9000000000000001,94.8152236905879,5.184776309412101
-1.0,-0.6,1.0,95.23509400316465,4.764905996835353
-1.0,-0.5,-1.0,86.49467996288709,13.50532003711291
-1.0,-0.5,-0.9,86.99320990817819,13.006790091821813
-1.0,-0.5,-0.8,87.48760463613111,12.51239536386889
-1.0,-0.5,-0.7,87.97786414674586,12.022135853254142
-1.0,-0.5,-0.6,88.46398844002243,11.536011559977567
-1.0,-0.5,-0.5,88.94597751596085,11.054022484039152
-1.0,-0.5,-0.3999999999999999,89.42383137456109,10.57616862543891
-1.0,-0.5,-0.29999999999999993,89.89755001582314,10.102449984176857
-1.0,-0.5,-0.19999999999999996,90.36713343974704,9.632866560252964
-1.0,-0.5,-0.09999999999999998,90.83258164633276,9.167418353667244
-1.0,-0.5,0.0,91.29389463558029,8.706105364419713
-1.0,-0.5,0.10000000000000009,91.75107240748967,8.248927592510327
-1.0,-0.5,0.20000000000000018,92.20411496206084,7.795885037939158
-1.0,-0.5,0.30000000000000004,92.65302229929388,7.34697770070612
-1.0,-0.5,0.40000000000000013,93.09779441918873,6.90220558081127
-1.0,-0.5,0.5,93.53843132174539,6.461568678254608
-1.0,-0.5,0.6000000000000001,93.97493300696391,6.025066993036091
-1.0,-0.5,0.7000000000000002,94.40729947484424,5.592700525155763
-1.0,-0.5,0.8,94.8355307253864,5.1644692746135945
-1.0,-0.5,0.9000000000000001,95.25962675859039,4.740373241409614
-1.0,-0.5,1.0,95.67958757445618,4.320412425543822
-1.0,-0.3999999999999999,-1.0,86.92018917245875,13.079810827541252
-1.0,-0.3999999999999999,-0.9,87.41880962103889,12.58119037896111
-1.0,-0.3999999999999999,-0.8,87.91329485228088,12.086705147719115
-1.0,-0.3999999999999999,-0.7,88.40364486618468,11.596355133815322
-1.0,-0.3999999999999999,-0.6,88.88985966275031,11.110140337249689
-1.0,-0.3999999999999999,-0.5,89.37193924197777,10.62806075802223
-1.0,-0.3999999999999999,-0.3999999999999999,89.84988360386707,10.15011639613293
-1.0,-0.3999999999999999,-0.29999999999999993,90.32369274841818,9.676307251581818
-1.0,-0.3999999999999999,-0.19999999999999996,90.79336667563113,9.206633324368866
-1.0,-0.3999999999999999,-0.09999999999999998,91.25890538550591,8.741094614494088
-1.0,-0.3999999999999999,0.0,91.7203088780425,8.279691121957498
-1.0,-0.3999999999999999,0.10000000000000009,92.17757715324093,7.822422846759068
-1.0,-0.3999999999999999,0.20000000000000018,92.63071021110116,7.36928978889884
-1.0,-0.3999999999999999,0.30000000000000004,93.07970805162326,6.920291948376743
-1.0,-0.3999999999999999,0.40000000000000013,93.52457067480717,6.4754293251928345
-1.0,-0.3999999999999999,0.5,93.96529808065289,6.034701919347114
-1.0,-0.3999999999999999,0.6000000000000001,94.40189026916045,5.598109730839553
-1.0,-0.3999999999999999,0.7000000000000002,94.83434724032983,5.1656527596701665
-1.0,-0.3999999999999999,0.8,95.26266899416105,4.7373310058389535
-1.0,-0.3999999999999999,0.9000000000000001,95.6868555306541,4.3131444693459
-1.0,-0.3999999999999999,1.0,96.10690684980896,3.893093150191035
-1.0,-0.29999999999999993,-1.0,87.32852408609165,12.671475913908353
-1.0,-0.29999999999999993,-0.9,87.82723503796085,12.172764962039153
-1.0,-0.29999999999999993,-0.8,88.32181077249189,11.678189227508113
-1.0,-0.29999999999999993,-0.7,88.81225128968474,11.187748710315262
-1.0,-0.29999999999999993,-0.6,89.29855658953943,10.70144341046057
-1.0,-0.29999999999999993,-0.5,89.78072667205595,10.219273327944052
-1.0,-0.29999999999999993,-0.3999999999999999,90.2587615372343,9.741238462765693
-1.0,-0.29999999999999993,-0.29999999999999993,90.73266118507448,9.267338814925523
-1.0,-0.29999999999999993,-0.19999999999999996,91.20242561557647,8.797574384423527
-1.0,-0.29999999999999993,-0.09999999999999998,91.66805482874031,8.33194517125969
-1.0,-0.29999999999999993,0.0,92.12954882456596,7.870451175434042
-1.0,-0.29999999999999993,0.10000000000000009,92.58690760305345,7.413092396946553
-1.0,-0.29999999999999993,0.20000000000000018,93.04013116420273,6.959868835797266
-1.0,-0.29999999999999993,0.30000000000000004,93.48921950801387,6.510780491986125
-1.0,-0.29999999999999993,0.40000000000000013,93.93417263448683,6.065827365513172
-1.0,-0.29999999999999993,0.5,94.3749905436216,5.625009456378393
-1.0,-0.29999999999999993,0.6000000000000001,94.81167323541823,5.188326764581774
-1.0,-0.29999999999999993,0.7000000000000002,95.24422070987667,4.7557792901233285
-1.0,-0.29999999999999993,0.8,95.67263296699694,4.327367033003057
-1.0,-0.29999999999999993,0.9000000000000001,96.09691000677904,3.9030899932209593
-1.0,-0.29999999999999993,1.0,96.51705182922296,3.4829481707770356
-1.0,-0.19999999999999996,-1.0,87.71968470378576,12.28031529621424
-1.0,-0.19999999999999996,-0.9,88.21848615894403,11.781513841055968
-1.0,-0.19999999999999996,-0.8,88.71315239676413,11.28684760323587
-1.0,-0.19999999999999996,-0.7,89.20368341724604,10.79631658275396
-1.0,-0.19999999999999996,-0.6,89.69007922038978,10.309920779610223
-1.0,-0.19999999999999996,-0.5,90.17233980619535,9.827660193804647
-1.0,-0.19999999999999996,-0.3999999999999999,90.65046517466277,9.34953482533723
-1.0,-0.19999999999999996,-0.29999999999999993,91.124455325792,8.875544674208001
-1.0,-0.19999999999999996,-0.19999999999999996,91.59431025958305,8.405689740416946
-1.0,-0.19999999999999996,-0.09999999999999998,92.06002997603593,7.939970023964065
-1.0,-0.19999999999999996,0.0,92.52161447515064,7.478385524849358
-1.0,-0.19999999999999996,0.10000000000000009,92.97906375692719,7.020936243072811
-1.0,-0.19999999999999996,0.20000000000000018,93.43237782136553,6.5676221786344655
-1.0,-0.19999999999999996,0.30000000000000004,93.88155666846572,6.11844333153428
-1.0,-0.19999999999999996,0.40000000000000013,94.32660029822775,5.673399701772254
-1.0,-0.19999999999999996,0.5,94.76750871065158,5.232491289348417
-1.0,-0.19999999999999996,0.6000000000000001,95.20428190573726,4.795718094262739
-1.0,-0.19999999999999996,0.7000000000000002,95.63691988348477,4.363080116515235
-1.0,-0.19999999999999996,0.8,96.06542264389408,3.934577356105919
-1.0,-0.19999999999999996,0.9000000000000001,96.48979018696524,3.5102098130347628
-1.0,-0.19999999999999996,1.0,96.91002251269822,3.0899774873017805
-1.0,-0.09999999999999998,-1.0,88.09367102554114,11.906328974458859
-1.0,-0.09999999999999998,-0.9,88.59256298398847,11.407437016011528
-1.0,-0.09999999999999998,-0.8,89.08731972509761,10.912680274902385
-1.0,-0.09999999999999998,-0.7,89.57794124886858,10.422058751131416
-1.0,-0.09999999999999998,-0.6,90.06442755530138,9.935572444698622
-1.0,-0.09999999999999998,-0.5,90.54677864439601,9.453221355603986
-1.0,-0.09999999999999998,-0.3999999999999999,91.02499451615247,8.975005483847525
-1.0,-0.09999999999999998,-0.29999999999999993,91.49907517057076,8.500924829429238
-1.0,-0.09999999999999998,-0.19999999999999996,91.96902060765088,8.030979392349124
-1.0,-0.09999999999999998,-0.09999999999999998,92.43483082739282,7.565169172607185
-1.0,-0.09999999999999998,0.0,92.89650582979658,7.103494170203419
-1.0,-0.09999999999999998,0.10000000000000009,93.35404561486217,6.645954385137827
-1.0,-0.09999999999999998,0.20000000000000018,93.80745018258958,6.192549817410423
-1.0,-0.09999999999999998,0.30000000000000004,94.25671953297882,5.7432804670211794
-1.0,-0.09999999999999998,0.40000000000000013,94.7018536660299,5.298146333970095
-1.0,-0.09999999999999998,0.5,95.1428525817428,4.857147418257199
-1.0,-0.09999999999999998,0.6000000000000001,95.57971628011752,4.420283719882477
-1.0,-0.09999999999999998,0.7000000000000002,96.01244476115409,3.987555238845914
-1.0,-0.09999999999999998,0.8,96.44103802485246,3.5589619751475396
-1.0,-0.09999999999999998,0.9000000000000001,96.86549607121268,3.134503928787325
-1.0,-0.09999999999999998,1.0,97.28581890023469,2.7141810997653124
-1.0,0.0,-1.0,88.45048305135776,11.549516948642236
-1.0,0.0,-0.9,88.94946551309414,11.05053448690586
-1.0,0.0,-0.8,89.44431275749234,10.555687242507659
-1.0,0.0,-0.7,89.93502478455237,10.064975215447632
-1.0,0.0,-0.6,90.42160159427422,9.578398405725778
-1.0,0.0,-0.5,90.9040431866579,9.095956813342099
-1.0,0.0,-0.3999999999999999,91.38234956170344,8.617650438296565
-1.0,0.0,-0.29999999999999993,91.85652071941077,8.143479280589233
-1.0,0.0,-0.19999999999999996,92.32655665977994,7.673443340220061
-1.0,0.0,-0.09999999999999998,92.79245738281094,7.207542617189063
-1.0,0.0,0.0,93.25422288850375,6.745777111496253
-1.0,0.0,0.10000000000000009,93.71185317685841,6.288146823141588
-1.0,0.0,0.20000000000000018,94.16534824787486,5.83465175212514
-1.0,0.0,0.30000000000000004,94.61470810155316,5.385291898446837
-1.0,0.0,0.40000000000000013,95.0599327378933,4.940067262106695
-1.0,0.0,0.5,95.50102215689525,4.498977843104754
-1.0,0.0,0.6000000000000001,95.93797635855903,4.062023641440973
-1.0,0.0,0.7000000000000002,96.37079534288465,3.629204657115352
-1.0,0.0,0.8,96.79947910987208,3.200520890127919
-1.0,0.0,0.9000000000000001,97.22402765952135,2.7759723404786456
-1.0,0.0,1.0,97.64444099183243,2.3555590081675746
-1.0,0.10000000000000009,-1.0,88.79012078123561,11.209879218764385
-1.0,0.10000000000000009,-0.9,89.28919374626105,10.710806253738951
-1.0,0.10000000000000009,-0.8,89.78413149394831,10.215868506051692
-1.0,0.10000000000000009,-0.7,90.2749340242974,9.725065975702606
-1.0,0.10000000000000009,-0.6,90.7616013373083,9.238398662691694
-1.0,0.10000000000000009,-0.5,91.24413343298104,8.755866567018955
-1.0,0.10000000000000009,-0.3999999999999999,91.72253031131562,8.277469688684377
-1.0,0.10000000000000009,-0.29999999999999993,92.19679197231201,7.803208027687987
-1.0,0.10000000000000009,-0.19999999999999996,92.66691841597023,7.33308158402977
-1.0,0.10000000000000009,-0.09999999999999998,93.1329096422903,6.867090357709699
-1.0,0.10000000000000009,0.0,93.59476565127217,6.405234348727831
-1.0,0.10000000000000009,0.10000000000000009,94.05248644291588,5.947513557084122
-1.0,0.10000000000000009,0.20000000000000018,94.50607201722138,5.493927982778615
-1.0,0.10000000000000009,0.30000000000000004,94.95552237418875,5.044477625811254
-1.0,0.10000000000000009,0.40000000000000013,95.40083751381793,4.599162486182067
-1.0,0.10000000000000009,0.5,95.84201743610895,4.1579825638910535
-1.0,0.10000000000000009,0.6000000000000001,96.27906214106179,3.720937858938214
-1.0,0.10000000000000009,0.7000000000000002,96.71197162867645,3.2880283713235485
-1.0,0.10000000000000009,0.8,97.14074589895294,2.859254101047057
-1.0,0.10000000000000009,0.9000000000000001,97.56538495189126,2.434615048108739
-1.0,0.10000000000000009,1.0,97.98588878749139,2.0141112125086096
-1.0,0.20000000000000018,-1.0,89.11258421517472,10.88741578482528
-1.0,0.20000000000000018,-0.9,89.61174768348921,10.388252316510787
-1.0,0.20000000000000018,-0.8,90.10677593446553,9.893224065534469
-1.0,0.20000000000000018,-0.7,90.59766896810366,9.402331031896338
-1.0,0.20000000000000018,-0.6,91.08442678440363,8.915573215596368
-1.0,0.20000000000000018,-0.5,91.56704938336543,8.432950616634571
-1.0,0.20000000000000018,-0.3999999999999999,92.04553676498907,7.954463235010934
-1.0,0.20000000000000018,-0.29999999999999993,92.5198889292745,7.480111070725499
-1.0,0.20000000000000018,-0.19999999999999996,92.99010587622178,7.009894123778224
-1.0,0.20000000000000018,-0.09999999999999998,93.45618760583089,6.543812394169109
-1.0,0.20000000000000018,0.0,93.91813411810182,6.081865881898182
-1.0,0.20000000000000018,0.10000000000000009,94.37594541303459,5.624054586965414
-1.0,0.20000000000000018,0.20000000000000018,94.82962149062915,5.170378509370849
-1.0,0.20000000000000018,0.30000000000000004,95.27916235088557,4.720837649114429
-1.0,0.20000000000000018,0.40000000000000013,95.72456799380382,4.2754320061961835
-1.0,0.20000000000000018,0.5,96.16583841938387,3.8341615806161258
-1.0,0.20000000000000018,0.6000000000000001,96.60297362762577,3.3970263723742278
-1.0,0.20000000000000018,0.7000000000000002,97.0359736185295,2.9640263814705037
-1.0,0.20000000000000018,0.8,97.46483839209505,2.5351616079049535
-1.0,0.20000000000000018,0.9000000000000001,97.88956794832242,2.110432051677577
-1.0,0.20000000000000018,1.0,98.31016228721161,1.689837712788389
-1.0,0.30000000000000004,-1.0,89.41787335317505,10.582126646824946
-1.0,0.30000000000000004,-0.9,89.9171273247786,10.082872675221395
-1.0,0.30000000000000004,-0.8,90.41224607904398,9.587753920956018
-1.0,0.30000000000000004,-0.7,90.90322961597117,9.09677038402883
-1.0,0.30000000000000004,-0.6,91.39007793556019,8.609922064439814
-1.0,0.30000000000000004,-0.5,91.87279103781104,8.12720896218896
-1.0,0.30000000000000004,-0.3999999999999999,92.35136892272374,7.648631077276264
-1.0,0.30000000000000004,-0.29999999999999993,92.82581159029824,7.174188409701756
-1.0,0.30000000000000004,-0.19999999999999996,93.29611904053456,6.703880959465437
-1.0,0.30000000000000004,-0.09999999999999998,93.76229127343274,6.237708726567263
-1.0,0.30000000000000004,0.0,94.22432828899272,5.775671711007277
-1.0,0.30000000000000004,0.10000000000000009,94.68223008721455,5.317769912785451
-1.0,0.30000000000000004,0.20000000000000018,95.13599666809816,4.864003331901841
-1.0,0.30000000000000004,0.30000000000000004,95.58562803164364,4.414371968356363
-1.0,0.30000000000000004,0.40000000000000013,96.03112417785094,3.9688758221490588
-1.0,0.30000000000000004,0.5,96.47248510672006,3.5275148932799425
-1.0,0.30000000000000004,0.6000000000000001,96.909710818251,3.090289181749
-1.0,0.30000000000000004,0.7000000000000002,97.34280131244378,2.6571986875562175
-1.0,0.30000000000000004,0.8,97.77175658929839,2.2282434107016087
-1.0,0.30000000000000004,0.9000000000000001,98.19657664881483,1.8034233511851738
-1.0,0.30000000000000004,1.0,98.61726149099309,1.3827385090069129
-1.0,0.40000000000000013,-1.0,89.70598819523664,10.294011804763358
-1.0,0.40000000000000013,-0.9,90.20533267012924,9.794667329870762
-1.0,0.40000000000000013,-0.8,90.70054192768367,9.299458072316327
-1.0,0.40000000000000013,-0.7,91.19161596789992,8.80838403210008
-1.0,0.40000000000000013,-0.6,91.678554790778,8.321445209222006
-1.0,0.40000000000000013,-0.5,92.16135839631791,7.838641603682092
-1.0,0.40000000000000013,-0.3999999999999999,92.64002678451965,7.359973215480352
-1.0,0.40000000000000013,-0.29999999999999993,93.11455995538321,6.885440044616786
-1.0,0.40000000000000013,-0.19999999999999996,93.58495790890859,6.415042091091408
-1.0,0.40000000000000013,-0.09999999999999998,94.05122064509582,5.948779354904175
-1.0,0.40000000000000013,0.0,94.51334816394485,5.486651836055145
-1.0,0.40000000000000013,0.10000000000000009,94.97134046545574,5.028659534544261
-1.0,0.40000000000000013,0.20000000000000018,95.42519754962842,4.574802450371578
-1.0,0.40000000000000013,0.30000000000000004,95.87491941646294,4.125080583537056
-1.0,0.40000000000000013,0.40000000000000013,96.32050606595931,3.6794939340406927
-1.0,0.40000000000000013,0.5,96.76195749811747,3.238042501882532
-1.0,0.40000000000000013,0.6000000000000001,97.19927371293748,2.800726287062517
-1.0,0.40000000000000013,0.7000000000000002,97.63245471041931,2.36754528958069
-1.0,0.40000000000000013,0.8,98.06150049056298,1.9384995094370225
-1.0,0.40000000000000013,0.9000000000000001,98.48641105336846,1.5135889466315433
-1.0,0.40000000000000013,1.0,98.90718639883576,1.092813601164238
-1.0,0.5,-1.0,89.97692874135947,10.023071258640528
-1.0,0.5,-0.9,90.47636371954113,9.523636280458874
-1.0,0.5,-0.8,90.9716634803846,9.028336519615394
-1.0,0.5,-0.7,91.46282802388991,8.537171976110088
-1.0,0.5,-0.6,91.94985735005704,8.050142649942956
-1.0,0.5,-0.5,92.432751458886,7.567248541113997
-1.0,0.5,-0.3999999999999999,92.91151035037682,7.088489649623185
-1.0,0.5,-0.29999999999999993,93.38613402452943,6.613865975470574
-1.0,0.5,-0.19999999999999996,93.85662248134386,6.143377518656138
-1.0,0.5,-0.09999999999999998,94.32297572082015,5.677024279179847
-1.0,0.5,0.0,94.78519374295824,5.214806257041758
-1.0,0.5,0.10000000000000009,95.24327654775817,4.756723452241829
-1.0,0.5,0.20000000000000018,95.69722413521991,4.302775864780088
-1.0,0.5,0.30000000000000004,96.1470365053435,3.852963494656507
-1.0,0.5,0.40000000000000013,96.5927136581289,3.4072863418710995
-1.0,0.5,0.5,97.03425559357613,2.965744406423866
-1.0,0.5,0.6000000000000001,97.4716623116852,2.5283376883148065
-1.0,0.5,0.7000000000000002,97.90493381245608,2.095066187543921
-1.0,0.5,0.8,98.3340700958888,1.665929904111195
-1.0,0.5,0.9000000000000001,98.75907116198334,1.2409288380166572
-1.0,0.5,1.0,99.1799370107397,0.8200629892602933
-1.0,0.6000000000000001,-1.0,90.23069499154354,9.769305008456456
-1.0,0.6000000000000001,-0.9,90.73022047301426,9.269779526985744
-1.0,0.6000000000000001,-0.8,91.2256107371468,8.774389262853205
-1.0,0.6000000000000001,-0.7,91.71686578394117,8.283134216058826
-1.0,0.6000000000000001,-0.6,92.20398561339735,7.79601438660265
-1.0,0.6000000000000001,-0.5,92.68697022551537,7.313029774484633
-1.0,0.6000000000000001,-0.3999999999999999,93.16581962029522,6.834180379704776
-1.0,0.6000000000000001,-0.29999999999999993,93.6405337977369,6.359466202263107
-1.0,0.6000000000000001,-0.19999999999999996,94.11111275784039,5.888887242159612
-1.0,0.6000000000000001,-0.09999999999999998,94.57755650060572,5.4224434993942765
-1.0,0.6000000000000001,0.0,95.03986502603288,4.960134973967115
-1.0,0.6000000000000001,0.10000000000000009,95.49803833412186,4.501961665878142
-1.0,0.6000000000000001,0.20000000000000018,95.95207642487266,4.047923575127342
-1.0,0.6000000000000001,0.30000000000000004,96.4019792982853,3.5980207017147023
-1.0,0.6000000000000001,0.40000000000000013,96.84774695435976,3.1522530456402365
-1.0,0.6000000000000001,0.5,97.28937939309604,2.7106206069039587
-1.0,0.6000000000000001,0.6000000000000001,97.72687661449416,2.2731233855058406
-1.0,0.6000000000000001,0.7000000000000002,98.16023861855412,1.8397613814458822
-1.0,0.6000000000000001,0.8,98.58946540527589,1.410534594724112
-1.0,0.6000000000000001,0.9000000000000001,99.01455697465948,0.9854430253405155
-1.0,0.6000000000000001,1.0,99.43551332670489,0.5644866732951073
-1.0,0.7000000000000002,-1.0,90.46728694578886,9.532713054211143
-1.0,0.7000000000000002,-0.9,90.96690293054863,9.033097069451372
-1.0,0.7000000000000002,-0.8,91.46238369797022,8.537616302029775
-1.0,0.7000000000000002,-0.7,91.95372924805365,8.046270751946352
-1.0,0.7000000000000002,-0.6,92.44093958079887,7.559060419201131
-1.0,0.7000000000000002,-0.5,92.92401469620594,7.075985303794056
-1.0,0.7000000000000002,-0.3999999999999999,93.40295459427486,6.59704540572514
-1.0,0.7000000000000002,-0.29999999999999993,93.87775927500559,6.122240724994413
-1.0,0.7000000000000002,-0.19999999999999996,94.34842873839814,5.651571261601859
-1.0,0.7000000000000002,-0.09999999999999998,94.81496298445254,5.185037015547465
-1.0,0.7000000000000002,0.0,95.27736201316874,4.722637986831259
-1.0,0.7000000000000002,0.10000000000000009,95.73562582454677,4.264374175453227
-1.0,0.7000000000000002,0.20000000000000018,96.18975441858663,3.810245581413369
-1.0,0.7000000000000002,0.30000000000000004,96.63974779528833,3.3602522047116707
-1.0,0.7000000000000002,0.40000000000000013,97.08560595465185,2.9143940453481463
-1.0,0.7000000000000002,0.5,97.52732889667719,2.47267110332281
-1.0,0.7000000000000002,0.6000000000000001,97.96491662136437,2.0350833786356333
-1.0,0.7000000000000002,0.7000000000000002,98.39836912871337,1.6016308712866305
-1.0,0.7000000000000002,0.8,98.8276864187242,1.1723135812758017
-1.0,0.7000000000000002,0.9000000000000001,99.25286849139685,0.7471315086031467
-1.0,0.7000000000000002,1.0,99.67391534673132,0.32608465326867986
-1.0,0.8,-1.0,90.6867046040954,9.313295395904603
-1.0,0.8,-0.9,91.18641109214423,8.813588907855774
-1.0,0.8,-0.8,91.68198236285488,8.318017637145118
-1.0,0.8,-0.7,92.17341841622735,7.826581583772651
-1.0,0.8,-0.6,92.66071925226164,7.339280747738357
-1.0,0.8,-0.5,93.14388487095778,6.856115129042223
-1.0,0.8,-0.3999999999999999,93.62291527231575,6.377084727684249
-1.0,0.8,-0.29999999999999993,94.09781045633552,5.902189543664477
-1.0,0.8,-0.19999999999999996,94.56857042301714,5.431429576982865
-1.0,0.8,-0.09999999999999998,95.03519517236059,4.964804827639412
-1.0,0.8,0.0,95.49768470436585,4.502315295634148
-1.0,0.8,0.10000000000000009,95.95603901903293,4.043960980967071
-1.0,0.8,0.20000000000000018,96.41025811636185,3.5897418836381547
-1.0,0.8,0.30000000000000004,96.8603419963526,3.1396580036473978
-1.0,0.8,0.40000000000000013,97.30629065900519,2.6937093409948147
