injection,onset_s,seed,temperature_c,pressure_torr,flow_sccm,deposition_s,state,fault,cycle_s,truth_thickness_nm,measured_thickness_nm,temperature_mean,temperature_std,pressure_mean,pressure_std,flow_mean,flow_std,heater_mean,deposition_time,thermal_dose,flow_dose
door_open,150,7,450.0,3.0,100.0,120.0,FAULT,DOOR,150.0,38.33560548857966,38.142577472990574,450.3676202845365,0.3337343229914482,2.9999647913617884,0.003289728020012784,99.99765164510352,0.1513135080907854,0.4459993313020833,48.0,48.07427047489828,4799.887278964969
estop,150,7,450.0,3.0,100.0,120.0,FAULT,ESTOP,150.0,38.33560548857966,38.142577472990574,450.3676202845365,0.3337343229914482,2.9999647913617884,0.003289728020012784,99.99765164510352,0.1513135080907854,0.4459993313020833,48.0,48.07427047489828,4799.887278964969
stale,150,7,450.0,3.0,100.0,120.0,FAULT,STALE,150.0,38.33560548857966,38.142577472990574,450.3676202845365,0.3337343229914482,2.9999647913617884,0.003289728020012784,99.99765164510352,0.1513135080907854,0.4459993313020833,48.0,48.07427047489828,4799.887278964969
vacuum_leak,150,7,450.0,3.0,100.0,120.0,FAULT,OVERPRESSURE,151.75,40.0025862109484,39.809558195359315,450.35721470259205,0.33302690127458673,3.0942614482698723,0.5713387665559969,99.99908065902132,0.1511582825048706,0.4460303201507538,49.75,49.82479920835303,4974.95426278631
heater_loss,40,7,450.0,3.0,100.0,120.0,FAULT,TIMEOUT,457.75,0.0,-0.19302801558908386,,,,,,,,,,
sensor_bias,150,7,450.0,3.0,100.0,120.0,COMPLETE,NONE,441.0,97.41305914878504,97.22003113319596,450.25618646727736,1.0971343617934044,3.0000320610475995,0.003092157461205617,100.00490619055397,0.15122532297986765,0.4360721061875,120.0,120.12979007682094,12000.588742866476
deposition_heater_loss,150,7,450.0,3.0,100.0,120.0,FAULT,PROCESS_WINDOW,154.75,42.121706423579134,41.92867840799005,449.56077444293567,2.993329205964986,3.000088112530679,0.0032891101020311618,99.99749746409412,0.15110902917418684,0.46368796701421805,52.75,52.65401694557245,5274.867991230965
