time_s,temperature_c,pressure_torr,flow_sccm,truth_temperature_c,truth_thickness_nm,state,fault,heater,throttle,flow_command,precursor
132.75,450.1597214441023,2.998412126688447,99.69676714844447,450.14846916349063,24.00990937395691,DEPOSITION,NONE,0.44802042,0.37913177,100.0,True
133.0,450.1233508035705,2.9981767221168956,99.9324040997463,450.14993852216105,24.217519193073663,DEPOSITION,NONE,0.44871344,0.37905244,100.0,True
133.25,449.8997929683026,2.9981047409138397,99.99387968639131,450.1534574880314,24.42513466469957,DEPOSITION,NONE,0.45430545,0.3790099,100.0,True
133.5,450.18926017259145,2.9958519369309977,100.09753399886363,450.17354084148513,24.632770363132156,DEPOSITION,NONE,0.44619134,0.37842723,100.0,True
133.75,449.982059664106,2.9990068120174556,100.2012488080685,450.1695103678755,24.84040848129223,DEPOSITION,NONE,0.45160518,0.3791515,100.0,True
134.0,450.0747761251466,2.998203697094353,100.16550296160062,450.181539720448,25.048058520725807,DEPOSITION,NONE,0.44886652,0.37893645,100.0,True
134.25,450.1262068093943,2.9990126673246538,100.03410380275145,450.18541383361696,25.255714536835182,DEPOSITION,NONE,0.44740196,0.37910981,100.0,True
134.5,450.34669759909553,2.9932182471488478,99.87232432711987,450.18493473312134,25.46337158526967,DEPOSITION,NONE,0.44160045,0.37766209,100.0,True
134.75,450.0120237618338,2.997234568398771,99.86833247869828,450.1672607779559,25.671022990808556,DEPOSITION,NONE,0.45065283,0.37856522,100.0,True
135.0,450.04724202716676,3.0017382365787686,99.86318084567924,450.17647427350255,25.878686469904565,DEPOSITION,NONE,0.44947484,0.37963647,100.0,True
135.25,450.2010049643198,3.001905544165116,99.8877920228977,450.18216732262556,26.08635251212853,DEPOSITION,NONE,0.44529086,0.37969362,100.0,True
135.5,450.1955222323356,3.0055526107977713,100.0495080946318,450.1754408060236,26.294010066177346,DEPOSITION,NONE,0.44552358,0.38061428,100.0,True
135.75,450.07147817250876,2.9998678790905546,99.85930869508117,450.16942508608776,26.50165453806989,DEPOSITION,NONE,0.44882906,0.37927764,100.0,True
136.0,450.2147963952102,3.0027348440984913,99.87430835578715,450.173225962606,26.709302676834206,DEPOSITION,NONE,0.44493708,0.37998486,100.0,True
136.25,450.1333871238347,3.0032808304991665,99.92372714362108,450.16547869912677,26.91694027040744,DEPOSITION,NONE,0.44715813,0.38015471,100.0,True
136.5,450.1931544336973,2.996466373861228,99.87448213341354,450.1643390582458,27.124572298132684,DEPOSITION,NONE,0.44554019,0.37851448,100.0,True
136.75,450.0798877326552,3.0064342715351358,99.93864247879951,450.1584072110898,27.332204348496926,DEPOSITION,NONE,0.44854445,0.380935,100.0,True
137.0,450.0819050447155,2.9976875873045516,99.97515964689124,450.16139884762595,27.539829871474215,DEPOSITION,NONE,0.44835467,0.37885648,100.0,True
137.25,450.2622081376791,3.000143179573677,100.30867220120504,450.1638186199262,27.747460926693208,DEPOSITION,NONE,0.4435208,0.37943736,100.0,True
137.5,450.1839718570864,3.0039090549849417,100.04150666740371,450.1519026900765,27.955081442679468,DEPOSITION,NONE,0.4457318,0.38037116,100.0,True
137.75,450.23741482497365,2.994914976320645,99.98094108277911,450.1465776002065,28.162691753211337,DEPOSITION,NONE,0.44434054,0.37820039,100.0,True
138.0,450.1268031079301,2.998941654451923,99.67706820592136,450.1371452690244,28.370301180020075,DEPOSITION,NONE,0.44731319,0.37913407,100.0,True
138.25,450.26864731704177,2.998598073798788,99.93428930166304,450.1365536477609,28.577911630690696,DEPOSITION,NONE,0.44349222,0.37903579,100.0,True
138.5,450.0863623543622,2.999192653657115,100.0610647631183,450.12463807351827,28.78551370926416,DEPOSITION,NONE,0.44837787,0.3791646,100.0,True
